,event_type,img_id,loc_left,loc_top,time
9872,mouseout,img_6F,787px,210.267px,1634202809.742
9873,mouseover,img_6F,787px,210.267px,1634202809.742
9874,mouseout,img_6F,787px,210.267px,1634202809.756
9875,mouseover,img_6F,787px,210.267px,1634202809.757
9876,mouseout,img_6F,782px,232.267px,1634202809.759
9877,mouseover,img_6F,782px,232.267px,1634202809.759
9878,mouseout,img_6F,766px,265.267px,1634202809.789
9879,mouseout,img_6F,747px,289.267px,1634202809.792
9880,mouseover,img_6F,766px,265.267px,1634202809.79
9881,mouseover,img_6F,747px,289.267px,1634202809.792
9882,mouseout,img_6F,747px,289.267px,1634202809.806
9883,mouseover,img_6F,747px,289.267px,1634202809.807
9884,mouseout,img_6F,741px,306.267px,1634202809.809
9885,mouseover,img_6F,741px,306.267px,1634202809.81
